projectName,openedDate,resolvedDate,locationName,itemSymptom,assignedGroup,contactType,priorityLevel,taskType
Novelis,8/10/2015 10:26:00,8/19/2016 02:01:00,NE - Zurich,Security - Authorization,IT App SAP-Security L2,Self-service,3 - Normal,Incident
Novelis,1/30/2016 10:26:00,8/8/2016 10:03:00,NE - Sierre,Novelis Specific Software - Software Iss,IT SCCM L2,Phone,3 - Normal,Incident
Novelis,7/29/2014 10:26:00,8/3/2016 11:40:00,NSA - Pinda,Active Directory - Update Information,IT Messaging L2,Walk-in,3 - Normal,Incident
Novelis,3/20/2016 10:28:00,8/3/2016 12:04:00,NE - Sierre,Novelis Specific Software - Access/Permi,IT Service Desk NE L1,Self-service,3 - Normal,Incident
Novelis,5/19/2016 10:30:00,8/3/2016 10:30:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,8/27/2015 10:31:00,8/3/2016 10:37:00,NE - Bresso,Status Check,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,7/27/2016 10:32:00,8/3/2016 10:32:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,3/15/2014 10:33:00,8/3/2016 10:57:00,NNA - Kingston,Active Directory - Update Information,IT Active Directory L2,Self-service,3 - Normal,Incident
Novelis,6/12/2014 10:34:00,8/3/2016 11:55:00,,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,7/15/2014 10:34:00,8/3/2016 10:35:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,2/9/2014 10:36:00,8/10/2016 09:29:00,NE - Zurich,SAP - Password Reset (Others),IT Service Desk NNA L1,Chat,3 - Normal,Incident
Novelis,2/4/2014 10:36:00,8/3/2016 10:37:00,NNA - Fairmont,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,6/4/2015 10:39:00,8/5/2016 14:18:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Plan to Produce L2,Phone,3 - Normal,Incident
Novelis,11/2/2014 10:39:00,8/3/2016 10:39:00,NNA - Fairmont,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/15/2015 10:40:00,8/3/2016 10:41:00,NNA - Fairmont,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,9/14/2014 10:41:00,8/3/2016 10:43:00,NNA/Corp - Atlanta HQ,Access Request for Email on Mobile Device,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,6/17/2015 10:42:00,8/5/2016 11:36:00,NE - Sierre,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,12/12/2014 10:44:00,8/9/2016 07:54:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,2/11/2016 10:44:00,8/9/2016 07:52:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,5/23/2016 10:44:00,8/5/2016 15:35:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Desktop Atlanta L2,Phone,3 - Moderate,Catalog Task
Novelis,3/13/2015 10:44:00,8/3/2016 12:42:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,10/18/2014 10:47:00,8/10/2016 06:55:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,11/2/2014 10:47:00,8/5/2016 06:20:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/2/2015 10:47:00,8/4/2016 10:51:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,3/30/2015 10:49:00,8/3/2016 13:02:00,NSA - Utinga,Active Directory Group Access,IT Infra NSA Account Management L2,Self-service,3 - Normal,Incident
Novelis,5/9/2016 10:51:00,8/3/2016 15:02:00,NNA - Kingston,Novelis Specific Software - Data Issue,IT App NNA Cap Shopfloor L2,Walk-in,3 - Normal,Incident
Novelis,2/7/2014 10:53:00,8/3/2016 11:55:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/5/2014 10:54:00,8/8/2016 03:20:00,NNA - Oswego,Novelis Specific Software - Configuration,IT App NNA Cap Package L2,Self-service,3 - Normal,Incident
Novelis,12/5/2014 10:54:00,8/3/2016 10:57:00,NSA - Pinda,Windows - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/25/2016 10:58:00,8/3/2016 11:49:00,,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,5/4/2014 11:00:00,8/3/2016 14:19:00,NNA/Corp - Atlanta HQ,PC / Laptop Troubleshoot,IT Desktop Atlanta L2,Phone,3 - Normal,Incident
Novelis,6/2/2016 11:01:00,8/3/2016 11:57:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,3/7/2016 11:01:00,8/3/2016 11:04:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/6/2015 11:03:00,8/3/2016 21:27:00,NNA/Corp - Atlanta HQ,Service Request,IT APP Global SAP BASIS L2,Phone,3 - Normal,Incident
Novelis,9/9/2015 11:03:00,8/3/2016 16:51:00,NNA/Corp - Atlanta HQ,Active Directory Group Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,2/27/2014 11:05:00,8/8/2016 07:27:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,11/27/2015 11:06:00,8/5/2016 13:15:00,NSA - Ouro Preto,Novelis Specific Software - Configuration,IT App NSA Hire to Retire L2,Phone,3 - Normal,Incident
Novelis,7/1/2015 11:06:00,8/3/2016 13:40:00,NSA - Pinda,PC / Laptop Device Issue,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,10/5/2014 11:08:00,8/4/2016 12:47:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/7/2015 11:09:00,8/4/2016 12:17:00,NNA/Corp - Atlanta HQ,Customer Pricing,SAP Commercial Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,6/6/2016 11:10:00,8/11/2016 18:40:00,NNA - Kingston,Security - Authorization,IT App SAP-Security L2,Self-service,3 - Normal,Incident
Novelis,12/29/2015 11:10:00,8/10/2016 07:08:00,NNA/Corp - Atlanta HQ,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,7/31/2016 11:10:00,8/4/2016 05:42:00,NNA/Corp - Atlanta HQ,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,8/14/2015 11:12:00,8/4/2016 04:33:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT Service Desk NE L1,Phone,3 - Moderate,Catalog Task
Novelis,10/31/2014 11:13:00,8/5/2016 10:11:00,NSA - Sao Paulo,Hardware How to,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,9/30/2015 11:13:00,8/3/2016 12:15:00,NE - Goettingen,SAP - Password Reset (Others),IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,5/19/2016 11:14:00,8/3/2016 11:29:00,NNA - Oswego,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,5/15/2014 11:14:00,8/3/2016 11:25:00,NNA - Kingston,Novelis Specific Software - How To,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/14/2015 11:14:00,8/3/2016 11:24:00,NSA - Pinda,Active Directory - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/19/2015 11:17:00,1/1/1900 00:00:00,NNA/Corp - Atlanta HQ,Email - Spam/Phishing Email,IT Security L3,Email,3 - Normal,Incident
Novelis,6/24/2014 11:22:00,8/3/2016 11:33:00,NE - Stuttgart,Status Check,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,6/14/2015 11:24:00,8/3/2016 12:03:00,NNA/Corp - Atlanta HQ,Sharepoint - Troubleshoot,IT App Global Sharepoint 2013 L2,Self-service,3 - Normal,Incident
Novelis,11/20/2014 11:25:00,8/3/2016 11:41:00,NNA/Corp - Atlanta HQ,Battery Issue,IT Desktop Atlanta L2,Phone,3 - Normal,Incident
Novelis,2/4/2016 11:28:00,8/9/2016 17:16:00,NNA/Corp - Atlanta HQ,Security - Authorization,IT App SAP-Security L2,Phone,2 - Urgent,Incident
Novelis,2/1/2016 11:29:00,8/3/2016 16:00:00,NNA - Oswego,Metal Materials,SAP Oswego Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,6/23/2016 11:30:00,8/9/2016 15:05:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Commercial Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/14/2014 11:30:00,8/4/2016 14:46:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Commercial Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,5/18/2014 11:30:00,8/3/2016 16:23:00,NNA - Oswego,Access Request for Email on Mobile Device,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,1/16/2016 11:33:00,8/3/2016 13:21:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,7/22/2016 11:34:00,8/9/2016 08:29:00,NNA - Oswego,Software Installation Request,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,2/5/2015 11:34:00,8/3/2016 11:40:00,NE - Stuttgart,Status Check,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,7/14/2014 11:39:00,8/3/2016 13:55:00,NSA - Pinda,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,12/27/2015 11:39:00,8/3/2016 12:32:00,NSA - Pinda,Employee and Contractor Off Boarding,IT Desktop Pinda L2,Phone,3 - Moderate,Catalog Task
Novelis,7/19/2014 11:40:00,8/12/2016 12:59:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,8/5/2015 11:42:00,8/3/2016 11:47:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/11/2015 11:43:00,8/22/2016 13:52:00,NNA/Corp - Atlanta HQ,Active Directory - Update Information,IT Active Directory L2,Self-service,3 - Normal,Incident
Novelis,9/24/2015 11:43:00,8/4/2016 15:27:00,NNA - Kingston,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/5/2015 11:47:00,8/3/2016 11:59:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,1/15/2016 11:52:00,8/3/2016 12:01:00,NSA - Pinda,Novelis Specific Software - How To,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,1/5/2016 11:52:00,8/3/2016 12:01:00,NNA/Corp - Atlanta HQ,Status Check Incident,IT Service Desk NNA L1,Chat,3 - Normal,Incident
Novelis,10/21/2015 11:55:00,8/3/2016 11:56:00,NNA/Corp - Atlanta HQ,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,11/18/2015 11:56:00,8/3/2016 13:57:00,NNA - Greensboro,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,7/11/2016 11:56:00,8/3/2016 12:11:00,NE - Sierre,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,1/9/2015 11:56:00,8/3/2016 12:06:00,NE - Bresso,Novelis Specific Software - Access/Permi,IT Service Desk NE L1,Phone,3 - Normal,Incident
Novelis,12/23/2015 11:56:00,1/1/1900 00:00:00,NNA - Greensboro,Employee and Contractor Off Boarding,IT Desktop Greensboro L3,Phone,3 - Moderate,Catalog Task
Novelis,6/19/2016 11:57:00,8/3/2016 11:58:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,7/18/2016 11:58:00,8/3/2016 15:11:00,NNA/Corp - Atlanta HQ,Software Install,IT Desktop Atlanta L2,Phone,3 - Normal,Incident
Novelis,12/28/2014 11:59:00,8/12/2016 12:10:00,NNA - Kennesaw R&T,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,1/16/2016 11:59:00,8/3/2016 11:59:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/30/2014 12:04:00,8/3/2016 12:50:00,NE - Bresso,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,8/18/2016 12:09:00,8/3/2016 12:15:00,NNA/Corp - Atlanta HQ,ACIS Customer Master Create,SAP Credit Department,Phone,3 - Moderate,Catalog Task
Novelis,10/5/2015 12:13:00,8/11/2016 10:32:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,10/15/2014 12:13:00,8/3/2016 15:36:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/1/2015 12:14:00,8/8/2016 10:16:00,NNA - Oswego,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,9/3/2015 12:17:00,8/3/2016 12:23:00,NNA - Novi,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,10/4/2015 12:19:00,8/3/2016 12:48:00,NE - Nachterstedt,Status Check Request,IT Service Desk NE L1,Chat,3 - Normal,Incident
Novelis,2/2/2014 12:23:00,8/3/2016 12:24:00,NNA - Novi,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,3/25/2014 12:28:00,8/3/2016 12:29:00,NNA/Corp - Atlanta HQ,Disconnected Call - No Caller,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,12/16/2014 12:32:00,8/3/2016 14:10:00,NSA - Pinda,Outlook - All Other Issues,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,6/26/2014 12:34:00,8/17/2016 15:56:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Infra NSA Datacenter L2,Phone,3 - Normal,Incident
Novelis,7/2/2015 12:34:00,1/1/1900 00:00:00,NNA/Corp - Atlanta HQ,Office 365 Distribution List Changes,ServiceNow Support L2,Phone,3 - Moderate,Catalog Task
Novelis,4/22/2014 12:36:00,8/4/2016 14:16:00,NE - Nachterstedt,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,5/18/2016 12:38:00,8/4/2016 10:10:00,NNA - Kennesaw R&T,MS Office - All Other Issues,IT Desktop Kennesaw L2,Self-service,3 - Normal,Incident
Novelis,1/28/2014 12:48:00,8/4/2016 11:09:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,10/8/2014 12:48:00,8/3/2016 15:17:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/1/2015 12:54:00,8/3/2016 13:53:00,NNA - Oswego,Services How to,IT Messaging L2,Phone,3 - Normal,Incident
Novelis,4/4/2015 12:56:00,8/9/2016 03:42:00,NNA - Oswego,Lotus Notes - Database Access,IT App NNA Cap Forms L2,Self-service,3 - Normal,Incident
Novelis,8/8/2016 12:56:00,8/3/2016 13:04:00,NNA - Oswego,Status Check Incident,IT Service Desk NNA L1,Chat,3 - Normal,Incident
Novelis,1/9/2015 12:58:00,8/3/2016 15:39:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/22/2014 13:01:00,8/4/2016 12:19:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - How To,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/3/2016 13:01:00,8/3/2016 13:02:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/18/2015 13:02:00,8/11/2016 09:08:00,NNA - Oswego,Novelis Specific Software - Access/Permi,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,12/12/2014 13:02:00,8/3/2016 13:02:00,NNA - Oswego,SAP Access Assignment Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,8/1/2015 13:05:00,8/3/2016 13:45:00,NNA/Corp - Atlanta HQ,DNS Request Form for Core Services,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,8/11/2015 13:15:00,8/4/2016 13:10:00,NSA - Pinda,Printer Device Issue,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,8/11/2016 13:15:00,8/4/2016 09:08:00,NSA - Utinga,Shared Folder: Creation and Access Request ,IT Infra NSA Account Management L2,Phone,3 - Moderate,Catalog Task
Novelis,6/2/2016 13:17:00,8/16/2016 16:25:00,NNA - Oswego,Software Installation Request,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,4/4/2016 13:17:00,8/5/2016 09:07:00,NNA/Corp - Atlanta HQ,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,5/15/2016 13:17:00,8/4/2016 05:23:00,NNA/Corp - Atlanta HQ,SAP Access Request,IT App SAP-Security L2,Phone,3 - Moderate,Catalog Task
Novelis,1/24/2016 13:17:00,1/1/1900 00:00:00,,Application Access Management,IT App ISSG L2,Phone,3 - Moderate,Catalog Task
Novelis,6/1/2016 13:20:00,8/3/2016 15:32:00,NSA - Pinda,Windows Troubleshoot,IT Desktop Pinda L2,Walk-in,3 - Normal,Incident
Novelis,1/5/2016 13:21:00,8/15/2016 09:23:00,NNA/Corp - Atlanta HQ,Network All Other Issues,IT Incident Coordinator NNA L2,Phone,2 - Urgent,Incident
Novelis,6/16/2015 13:21:00,8/3/2016 16:27:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/4/2016 13:26:00,8/3/2016 13:29:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,4/26/2016 13:32:00,8/8/2016 09:45:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,6/30/2015 13:34:00,8/3/2016 13:38:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/2/2014 13:36:00,8/3/2016 13:50:00,NSA - Pinda,Telecoms All Other Issues,IT Infra NSA Telephony L2,Phone,3 - Normal,Incident
Novelis,2/20/2014 13:37:00,8/19/2016 02:01:00,NNA/Corp - Atlanta HQ,Poornata,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,12/26/2015 13:37:00,8/11/2016 11:06:00,NNA - Kingston,Mobile Devices Configuration,IT Desktop Kingston L2,Self-service,3 - Normal,Incident
Novelis,4/14/2015 13:39:00,8/10/2016 07:19:00,NSA - Pinda,Shared Folder: Creation and Access Request ,IT Service Desk NSA L1,Phone,3 - Moderate,Catalog Task
Novelis,7/9/2014 13:45:00,8/3/2016 14:10:00,NNA/Corp - Atlanta HQ,Status Check,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,1/24/2014 13:49:00,8/4/2016 15:57:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/18/2014 13:50:00,8/8/2016 08:41:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,5/7/2015 13:50:00,8/5/2016 08:21:00,NSA - Sao Paulo,Shared Folder: Creation and Access Request ,IT Service Desk NSA L1,Phone,3 - Moderate,Catalog Task
Novelis,1/29/2014 13:50:00,8/4/2016 15:48:00,NNA/Corp - Atlanta HQ,Vendor Master Create/Change,SAP Procurement Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/3/2014 13:53:00,8/5/2016 08:35:00,NSA - Pinda,Shared Folder: Creation and Access Request ,IT Infra NSA Account Management L2,Phone,3 - Moderate,Catalog Task
Novelis,10/17/2015 13:53:00,8/4/2016 14:20:00,NNA/Corp - Atlanta HQ,Peripherals,IT Desktop Atlanta L2,Phone,3 - Moderate,Catalog Task
Novelis,11/19/2014 13:54:00,8/24/2016 11:37:00,NNA/Corp - Atlanta HQ,Direct Master Data Change,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,12/7/2015 13:56:00,8/11/2016 14:57:00,NNA/Corp - Atlanta HQ,Software Install,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,12/3/2014 13:56:00,8/4/2016 09:11:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Desktop Atlanta L2,Phone,3 - Moderate,Catalog Task
Novelis,11/21/2014 13:56:00,8/3/2016 23:54:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,8/3/2015 13:56:00,8/3/2016 14:04:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,2/12/2014 14:02:00,8/4/2016 13:08:00,NSA - Sao Paulo,Network All Other Issues,IT Infra NSA Network L2,Phone,3 - Normal,Incident
Novelis,8/16/2014 14:07:00,8/4/2016 08:23:00,NSA - Pinda,Printer Device Issue,IT Service Desk NSA L1,Self-service,3 - Normal,Incident
Novelis,7/17/2014 14:08:00,8/3/2016 15:52:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,1/15/2014 14:10:00,8/4/2016 11:35:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,6/6/2014 14:10:00,8/3/2016 15:33:00,NSA - Pinda,Windows Troubleshoot,IT Desktop Pinda L2,Walk-in,3 - Normal,Incident
Novelis,9/4/2015 14:11:00,8/3/2016 15:01:00,NNA - Oswego,Status Check Incident,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,6/14/2015 14:12:00,8/3/2016 14:26:00,,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,7/11/2015 14:12:00,8/3/2016 14:22:00,NSA - Pinda,Oracle - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/28/2015 14:16:00,8/3/2016 16:24:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,2/24/2014 14:18:00,8/3/2016 15:10:00,NNA/Corp - Atlanta HQ,Battery Issue,IT Desktop Atlanta L2,Phone,3 - Normal,Incident
Novelis,1/18/2015 14:19:00,8/4/2016 07:43:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,11/9/2014 14:19:00,8/3/2016 15:32:00,NSA - Pinda,Windows Troubleshoot,IT Desktop Pinda L2,Walk-in,3 - Normal,Incident
Novelis,4/16/2014 14:19:00,8/3/2016 14:23:00,NSA - Pinda,Outlook - Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,1/3/2016 14:22:00,8/3/2016 15:46:00,NSA - Sao Paulo,Oracle - All Other Issues,IT App NSA ATG & DBA L2,Self-service,3 - Normal,Incident
Novelis,6/12/2016 14:24:00,8/5/2016 15:54:00,,Application Access Management,IT App NNA Cap Package L2,Phone,3 - Moderate,Catalog Task
Novelis,11/10/2014 14:26:00,8/8/2016 15:44:00,,Application Access Management,IT App NNA Cap Forms L2,Phone,3 - Moderate,Catalog Task
Novelis,3/4/2014 14:26:00,8/8/2016 15:35:00,,Application Access Management,IT App NNA Cap Forms L2,Phone,3 - Moderate,Catalog Task
Novelis,7/4/2014 14:26:00,8/3/2016 14:31:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Tolling Planner,Phone,3 - Moderate,Catalog Task
